Date	BTC Price	EOS Price	XIN Price	ETH Price	DOT Price	MOB Price	UNI Price	SOL Price	BOX Price
2025-01-13	$92,229.49	$0.75	$140.46	$3,050.51	$6.28	$0.38	$12.61	$178.71	$9.86
2025-01-14	$96,682.00	$0.79	$146.00	$3,207.16	$6.54	$0.39	$13.22	$187.94	$10.33
2025-01-15	$99,253.12	$0.84	$144.76	$3,339.41	$7.03	$0.36	$14.27	$196.53	$10.62
2025-01-16	$98,791.22	$0.89	$144.00	$3,319.09	$7.18	$0.34	$14.45	$208.60	$10.58
2025-01-17	$103,888.96	$0.98	$140.80	$3,417.47	$7.40	$0.30	$14.86	$218.18	$11.10
2025-01-18	$104,950.01	$0.92	$136.56	$3,321.46	$7.05	$0.29	$14.29	$257.74	$11.21
2025-01-19	$104,759.26	$0.88	$137.56	$3,381.82	$6.80	$0.27	$14.27	$270.64	$11.20
2025-01-20	$105,448.20	$0.85	$130.65	$3,340.84	$6.52	$0.25	$13.96	$256.41	$11.25
2025-01-21	$103,829.92	$0.83	$136.80	$3,289.31	$6.55	$0.26	$13.47	$239.82	$11.08
2025-01-22	$104,594.06	$0.82	$132.79	$3,287.99	$6.53	$0.23	$13.27	$257.92	$11.16
2025-01-23	$104,782.37	$0.80	$126.46	$3,253.32	$6.39	$0.20	$12.79	$250.06	$11.16
2025-01-24	$105,895.20	$0.82	$141.37	$3,380.21	$6.46	$0.20	$12.90	$261.71	$11.30
2025-01-25	$104,873.41	$0.81	$137.84	$3,337.29	$6.35	$0.18	$12.32	$253.61	$11.18
2025-01-26	$105,025.60	$0.80	$138.07	$3,315.82	$6.37	$0.17	$11.97	$254.23	$11.19
2025-01-27	$101,486.00	$0.75	$131.12	$3,142.27	$5.87	$0.16	$10.97	$234.97	$10.79
2025-01-28	$102,801.99	$0.78	$135.00	$3,180.89	$5.89	$0.20	$11.11	$236.77	$10.94
2025-01-29	$102,060.70	$0.72	$130.15	$3,103.07	$5.65	$0.17	$11.65	$228.31	$10.85
2025-01-30	$105,691.22	$0.78	$133.17	$3,260.17	$6.24	$0.16	$12.16	$241.82	$11.24
2025-01-31	$105,731.95	$0.82	$131.93	$3,415.42	$6.46	$0.16	$12.44	$240.38	$11.26
2025-02-01	$102,109.20	$0.79	$125.64	$3,253.04	$6.24	$0.14	$11.46	$226.50	$10.86
2025-02-02	$99,377.88	$0.71	$128.76	$3,083.94	$5.66	$0.17	$10.52	$211.84	$10.56
2025-02-03	$98,887.56	$0.61	$114.91	$2,687.30	$4.86	$0.16	$9.83	$205.51	$10.45
2025-02-04	$99,559.77	$0.61	$114.33	$2,790.05	$4.82	$0.15	$9.35	$215.42	$10.53
2025-02-05	$98,135.54	$0.61	$113.02	$2,771.97	$4.82	$0.14	$9.39	$202.29	$10.38
2025-02-06	$97,138.98	$0.57	$111.35	$2,695.34	$4.52	$0.14	$8.95	$191.23	$10.26
2025-02-07	$98,238.00	$0.60	$115.18	$2,717.22	$4.81	$0.14	$9.13	$197.78	$10.38
2025-02-08	$95,803.18	$0.59	$113.33	$2,601.62	$4.57	$0.16	$8.90	$193.68	$10.12
2025-02-09	$96,509.57	$0.61	$118.08	$2,651.00	$4.79	$0.21	$9.22	$201.11	$10.20
2025-02-10	$97,223.20	$0.64	$120.53	$2,658.13	$4.85	$0.26	$9.22	$202.71	$10.28
2025-02-11	$97,111.85	$0.63	$117.68	$2,665.95	$4.99	$0.24	$9.65	$199.85	$10.27
2025-02-12	$95,833.54	$0.64	$113.24	$2,609.31	$5.11	$0.25	$9.45	$192.57	$10.13
2025-02-13	$95,922.61	$0.64	$113.56	$2,649.20	$5.16	$0.23	$9.60	$191.98	$10.14
2025-02-14	$96,943.41	$0.66	$114.91	$2,736.06	$5.23	$0.20	$10.11	$200.33	$10.26
2025-02-15	$97,604.49	$0.65	$114.64	$2,688.01	$5.04	$0.21	$9.85	$193.60	$10.32
2025-02-16	$96,983.21	$0.64	$115.44	$2,697.07	$4.95	$0.21	$9.73	$191.09	$10.25
2025-02-17	$95,780.16	$0.63	$115.72	$2,751.28	$4.91	$0.21	$9.83	$180.29	$10.13
2025-02-18	$95,500.31	$0.60	$113.56	$2,675.00	$4.65	$0.19	$9.38	$165.50	$10.08
2025-02-19	$96,104.02	$0.62	$113.52	$2,698.09	$4.83	$0.19	$9.52	$170.35	$10.15
2025-02-20	$97,022.01	$0.64	$122.00	$2,719.13	$4.93	$0.20	$9.01	$171.30	$10.25
2025-02-21	$98,157.99	$0.64	$125.50	$2,727.71	$5.22	$0.19	$9.18	$173.57	$10.37
2025-02-22	$96,635.14	$0.63	$123.10	$2,760.19	$5.06	$0.19	$8.95	$173.33	$10.21
2025-02-23	$95,493.98	$0.64	$123.30	$2,779.30	$4.96	$0.19	$8.97	$167.01	$10.10
2025-02-24	$94,018.00	$0.60	$117.24	$2,651.77	$4.66	$0.17	$8.32	$152.70	$9.92
2025-02-25	$87,637.29	$0.55	$109.66	$2,419.00	$4.45	$0.16	$7.88	$140.93	$9.24
2025-02-26	$87,688.24	$0.57	$115.00	$2,430.11	$4.85	$0.19	$8.12	$139.08	$9.25
2025-02-27	$85,638.50	$0.57	$113.34	$2,325.94	$5.09	$0.19	$8.09	$139.99	$9.04
2025-02-28	$83,982.51	$0.56	$107.90	$2,223.74	$4.75	$0.19	$7.51	$145.94	$8.86
2025-03-01	$84,773.59	$0.55	$110.96	$2,177.38	$4.57	$0.19	$7.32	$140.30	$8.93
2025-03-02	$87,578.31	$0.58	$113.44	$2,235.61	$4.76	$0.19	$7.62	$156.76	$9.23
2025-03-03	$90,716.99	$0.60	$107.73	$2,302.07	$4.90	$0.19	$7.79	$159.12	$9.55
2025-03-04	$82,659.22	$0.53	$99.63	$2,072.36	$4.21	$0.19	$6.81	$138.15	$8.69
2025-03-05	$88,624.63	$0.54	$103.25	$2,191.00	$4.37	$0.19	$7.34	$141.95	$9.31
2025-03-06	$90,715.20	$0.56	$106.75	$2,253.86	$4.50	$0.19	$7.32	$149.13	$9.53
2025-03-07	$88,703.19	$0.56	$104.08	$2,213.10	$4.59	$0.19	$7.29	$145.50	$9.32
2025-03-08	$86,412.28	$0.54	$100.00	$2,183.01	$4.34	$0.18	$7.06	$137.56	$9.08
2025-03-09	$82,983.15	$0.51	$101.67	$2,092.31	$4.14	$0.18	$6.70	$130.17	$8.72
2025-03-10	$80,380.01	$0.50	$97.49	$2,029.27	$4.09	$0.18	$6.42	$122.75	$8.44
2025-03-11	$81,334.76	$0.48	$96.09	$1,919.39	$3.98	$0.19	$6.01	$124.98	$8.52
2025-03-12	$81,788.35	$0.49	$98.47	$1,868.58	$3.93	$0.19	$5.79	$124.52	$8.56
2025-03-13	$81,023.00	$0.50	$94.47	$1,871.88	$3.95	$0.19	$5.89	$124.19	$8.49
2025-03-14	$84,792.82	$0.51	$97.98	$1,921.29	$4.16	$0.18	$5.98	$132.24	$8.88
2025-03-15	$84,376.56	$0.50	$100.29	$1,936.57	$4.39	$0.19	$6.12	$134.63	$8.84
2025-03-16	$83,403.89	$0.48	$101.67	$1,896.23	$4.24	$0.19	$6.06	$128.62	$8.74
2025-03-17	$83,608.70	$0.49	$102.97	$1,922.08	$4.38	$0.19	$6.21	$127.52	$8.76
2025-03-18	$81,628.38	$0.49	$100.15	$1,883.20	$4.29	$0.19	$6.12	$122.37	$8.55
2025-03-19	$84,815.74	$0.57	$102.02	$2,052.02	$4.54	$0.19	$6.98	$132.60	$8.90
2025-03-20	$84,802.68	$0.56	$101.99	$1,974.76	$4.39	$0.18	$6.71	$129.21	$8.89
2025-03-21	$83,640.99	$0.55	$100.66	$1,950.37	$4.44	$0.19	$6.75	$126.15	$8.77
2025-03-22	$84,095.36	$0.55	$102.52	$1,986.56	$4.46	$0.18	$6.73	$129.01	$8.82
2025-03-23	$85,153.45	$0.57	$101.03	$2,007.46	$4.46	$0.18	$6.70	$132.39	$8.93
2025-03-24	$88,307.59	$0.57	$102.52	$2,089.24	$4.73	$0.18	$7.01	$143.08	$9.26
2025-03-25	$87,748.09	$0.57	$100.57	$2,066.61	$4.66	$0.17	$7.00	$144.71	$9.20
2025-03-26	$86,798.81	$0.58	$100.22	$2,015.01	$4.70	$0.17	$6.87	$139.31	$9.10
2025-03-27	$87,079.99	$0.58	$101.84	$2,007.38	$4.58	$0.16	$6.80	$138.05	$9.13
2025-03-28	$84,124.18	$0.58	$101.83	$1,874.42	$4.29	$0.16	$6.12	$130.13	$8.81
2025-03-29	$82,408.04	$0.55	$102.47	$1,839.30	$4.08	$0.15	$6.00	$126.15	$8.63
2025-03-30	$82,741.46	$0.59	$103.96	$1,814.01	$4.07	$0.18	$5.96	$125.13	$8.66
2025-03-31	$83,581.51	$0.62	$103.90	$1,844.45	$4.07	$0.18	$6.02	$127.13	$8.75
2025-04-01	$85,266.75	$0.70	$106.10	$1,920.39	$4.25	$0.19	$6.30	$129.44	$8.93
2025-04-02	$86,719.51	$0.82	$105.37	$1,898.68	$4.20	$0.18	$6.27	$129.83	$9.07
2025-04-03	$81,911.44	$0.82	$104.52	$1,778.42	$3.96	$0.17	$5.75	$113.90	$8.57
2025-04-04	$83,139.00	$0.81	$107.00	$1,799.82	$4.07	$0.18	$5.86	$118.83	$8.70
2025-04-05	$82,558.58	$0.77	$106.43	$1,781.20	$3.91	$0.17	$5.82	$117.35	$8.64
2025-04-06	$82,624.66	$0.77	$106.13	$1,760.94	$3.90	$0.16	$5.62	$115.38	$8.64
2025-04-07	$78,484.97	$0.75	$101.24	$1,555.10	$3.60	$0.14	$5.12	$106.15	$8.19
2025-04-08	$78,450.96	$0.71	$103.30	$1,529.92	$3.59	$0.17	$5.10	$107.03	$8.19
2025-04-09	$77,289.16	$0.67	$100.02	$1,490.45	$3.38	$0.18	$4.88	$106.78	$8.06
2025-04-10	$79,220.00	$0.62	$98.84	$1,508.09	$3.43	$0.16	$4.94	$110.04	$8.26
2025-04-11	$82,522.00	$0.62	$101.80	$1,565.82	$3.53	$0.17	$5.23	$119.66	$8.60
2025-04-12	$85,065.06	$0.69	$104.00	$1,655.48	$3.73	$0.17	$5.52	$130.45	$8.88
2025-04-13	$83,820.00	$0.63	$103.43	$1,586.21	$3.69	$0.19	$5.35	$128.55	$8.74
2025-04-14	$84,094.34	$0.61	$102.32	$1,628.42	$3.70	$0.19	$5.39	$129.18	$8.77
2025-04-15	$84,816.77	$0.60	$100.00	$1,619.48	$3.60	$0.19	$5.29	$129.46	$8.84
2025-04-16	$84,789.59	$0.63	$101.25	$1,588.99	$3.56	$0.19	$5.18	$128.45	$8.83
2025-04-17	$84,491.99	$0.62	$101.72	$1,583.91	$3.63	$0.19	$5.19	$133.62	$8.81
2025-04-18	$84,371.57	$0.62	$101.98	$1,582.76	$3.69	$0.19	$5.15	$133.31	$8.80
2025-04-19	$85,152.90	$0.63	$103.75	$1,604.66	$3.73	$0.19	$5.23	$138.82	$8.88
2025-04-20	$84,385.12	$0.65	$101.00	$1,571.70	$3.85	$0.19	$5.18	$135.71	$8.80
2025-04-21	$87,993.50	$0.64	$101.01	$1,621.15	$3.88	$0.19	$5.38	$137.94	$9.17
2025-04-22	$90,659.99	$0.65	$101.82	$1,697.12	$3.85	$0.18	$5.60	$144.67	$9.45
2025-04-23	$92,823.20	$0.66	$104.86	$1,785.78	$4.06	$0.19	$5.94	$151.00	$9.68
2025-04-24	$93,299.47	$0.68	$105.31	$1,768.90	$4.14	$0.19	$5.84	$149.88	$9.72
2025-04-25	$95,138.31	$0.69	$106.12	$1,808.66	$4.30	$0.19	$5.94	$153.06	$9.92
2025-04-26	$94,359.17	$0.69	$106.38	$1,801.60	$4.29	$0.19	$5.86	$149.22	$9.83
2025-04-27	$93,921.09	$0.67	$105.47	$1,794.50	$4.10	$0.19	$5.59	$149.04	$9.79
2025-04-28	$93,660.15	$0.67	$105.27	$1,756.60	$4.10	$0.19	$5.36	$146.14	$9.75
2025-04-29	$94,861.22	$0.70	$104.20	$1,816.55	$4.27	$0.19	$5.38	$148.37	$9.88
2025-04-30	$94,023.01	$0.67	$104.56	$1,765.21	$4.08	$0.19	$5.20	$142.19	$9.79
2025-05-01	$96,912.37	$0.68	$107.02	$1,852.70	$4.16	$0.19	$5.35	$151.74	$10.09
2025-05-02	$97,358.49	$0.75	$105.94	$1,839.19	$4.20	$0.19	$5.27	$149.80	$10.13
2025-05-03	$96,325.65	$0.74	$105.58	$1,834.29	$4.12	$0.19	$5.15	$148.51	$10.03
2025-05-04	$95,499.99	$0.70	$103.26	$1,830.50	$3.96	$0.19	$5.06	$146.80	$9.94
2025-05-05	$93,752.39	$0.71	$102.40	$1,801.35	$3.90	$0.19	$4.94	$143.71	$9.76
2025-05-06	$94,504.38	$0.68	$102.90	$1,767.67	$3.90	$0.19	$4.86	$142.80	$9.83
2025-05-07	$96,920.64	$0.77	$102.08	$1,817.57	$3.92	$0.19	$4.80	$145.59	$10.08
2025-05-08	$100,862.68	$0.85	$104.50	$2,041.80	$4.30	$0.19	$5.53	$160.18	$10.51
2025-05-09	$102,842.05	$0.85	$108.67	$2,301.79	$4.72	$0.19	$6.25	$171.12	$10.75
2025-05-10	$103,190.48	$0.91	$108.25	$2,440.86	$5.00	$0.19	$6.72	$171.35	$10.80
2025-05-11	$103,929.13	$0.87	$109.11	$2,448.24	$5.01	$0.19	$6.78	$169.68	$10.88
2025-05-12	$102,652.17	$0.89	$108.37	$2,495.19	$5.12	$0.19	$6.94	$175.08	$10.76
2025-05-13	$103,505.19	$0.88	$107.88	$2,564.46	$5.04	$0.19	$6.83	$175.39	$10.85
2025-05-14	$103,322.79	$0.82	$114.97	$2,593.52	$5.00	$0.19	$6.61	$176.70	$10.84
2025-05-15	$103,262.10	$0.79	$110.23	$2,562.18	$4.84	$0.18	$6.40	$172.68	$10.82
2025-05-16	$103,969.01	$0.85	$112.59	$2,590.76	$4.90	$0.19	$6.31	$171.34	$10.89
2025-05-17	$102,949.37	$0.80	$111.67	$2,474.98	$4.67	$0.19	$5.85	$167.61	$10.77
2025-05-18	$105,521.73	$0.85	$109.94	$2,580.19	$4.91	$0.19	$6.31	$176.21	$11.05
2025-05-19	$104,740.70	$0.77	$112.35	$2,460.88	$4.55	$0.19	$5.82	$164.11	$10.95
2025-05-20	$105,227.28	$0.78	$109.43	$2,478.39	$4.59	$0.19	$5.80	$166.43	$11.00
2025-05-21	$109,142.86	$0.75	$105.80	$2,565.80	$4.76	$0.19	$6.32	$172.38	$11.40
2025-05-22	$111,355.18	$0.76	$105.27	$2,667.38	$4.93	$0.19	$6.46	$179.02	$11.64
2025-05-23	$109,266.63	$0.75	$104.87	$2,571.26	$4.74	$0.19	$6.16	$181.61	$11.42
2025-05-24	$108,855.26	$0.73	$104.51	$2,553.99	$4.56	$0.18	$6.19	$176.06	$11.37
2025-05-25	$106,996.69	$0.74	$103.73	$2,512.17	$4.40	$0.17	$6.04	$169.89	$11.18
2025-05-26	$110,376.88	$0.78	$109.49	$2,800.00	$4.70	$0.18	$6.50	$170.00	$11.56
2025-05-27	$110,744.21	$0.63	$108.38	$2,700.00	$4.60	$0.18	$6.32	$175.00	$11.58
2025-05-28	$109,298.29	$0.58	$106.69	$2,650.00	$4.50	$0.18	$6.79	$180.00	$11.44
2025-05-29	$105,745.00	$0.72	$107.69	$2,633.14	$4.36	$0.18	$6.56	$185.00	$11.08
2025-05-30	$104,011.00	$0.64	$107.19	$2,524.48	$4.05	$0.18	$6.20	$180.00	$10.89
2025-05-31	$104,688.00	$0.63	$103.68	$2,532.36	$4.08	$0.18	$6.05	$175.00	$10.95
2025-06-01	$105,710.00	$0.65	$109.49	$2,538.33	$4.07	$0.18	$6.30	$170.00	$11.06
2025-06-02	$105,885.00	$0.64	$108.00	$2,609.74	$4.15	$0.18	$6.46	$160.00	$11.08
2025-06-03	$105,434.00	$0.65	$107.00	$2,595.47	$4.14	$0.17	$6.60	$170.00	$11.04
2025-06-04	$104,813.00	$0.63	$106.00	$2,610.34	$4.02	$0.17	$6.80	$180.00	$10.99
2025-06-05	$101,651.00	$0.58	$105.00	$2,421.60	$3.83	$0.17	$7.00	$170.00	$10.65
2025-06-06	$104,410.00	$0.58	$104.00	$2,481.40	$3.89	$0.17	$7.20	$160.00	$10.92
2025-06-07	$105,681.00	$0.58	$103.00	$2,526.29	$4.03	$0.16	$7.00	$150.08	$11.05
2025-06-08	$105,692.00	$0.57	$102.00	$2,508.78	$4.02	$0.16	$7.20	$152.46	$11.05
2025-06-09	$110,262.00	$0.59	$101.00	$2,685.00	$4.16	$0.18	$7.40	$161.10	$11.53
2025-06-10	$110,213.00	$0.60	$101.00	$2,808.50	$4.28	$0.18	$7.60	$165.02	$11.54
2025-06-11	$108,680.00	$0.63	$102.00	$2,776.14	$4.19	$0.17	$7.50	$170.00	$11.39
2025-06-12	$105,979.00	$0.58	$100.00	$2,653.16	$3.93	$0.17	$7.30	$175.00	$11.10
2025-06-13	$106,046.00	$0.53	$100.00	$2,577.05	$3.84	$0.16	$7.50	$180.00	$11.11
2025-06-14	$105,483.00	$0.53	$99.00	$2,534.07	$3.79	$0.16	$7.70	$170.00	$11.04
2025-06-15	$105,554.00	$0.52	$101.00	$2,547.85	$3.82	$0.19	$7.60	$152.81	$11.04
2025-06-16	$106,951.00	$0.51	$101.47	$2,561.33	$3.87	$0.19	$7.83	$157.69	$11.19
2025-06-17	$104,291.63	$0.51	$102.06	$2,495.37	$3.72	$0.19	$7.33	$147.25	$10.91
2025-06-18	$104,869.70	$0.51	$101.23	$2,518.21	$3.65	$0.19	$7.51	$145.76	$10.97
2025-06-19	$104,164.70	$0.51	$102.30	$2,493.49	$3.53	$0.19	$7.49	$142.98	$10.89
2025-06-20	$104,134.01	$0.51	$103.14	$2,490.01	$3.46	$0.19	$7.52	$142.50	$10.89
2025-06-21	$103,549.99	$0.49	$100.33	$2,421.70	$3.40	$0.19	$6.79	$139.77	$10.82
2025-06-22	$99,200.03	$0.46	$95.00	$2,177.78	$3.17	$0.19	$6.22	$128.71	$10.34
2025-06-23	$101,350.41	$0.48	$100.31	$2,250.19	$3.21	$0.19	$6.15	$133.44	$10.57
2025-06-24	$105,278.21	$0.50	$99.92	$2,438.50	$3.45	$0.19	$6.96	$144.20	$10.99
2025-06-25	$107,121.01	$0.51	$96.69	$2,408.28	$3.36	$0.19	$6.88	$143.73	$11.17
2025-06-26	$107,202.06	$0.49	$97.17	$2,433.10	$3.31	$0.19	$6.85	$142.85	$11.18
2025-06-27	$107,340.36	$0.49	$96.33	$2,441.93	$3.36	$0.19	$6.95	$143.72	$11.20
2025-06-28	$107,240.73	$0.50	$97.42	$2,428.72	$3.36	$0.19	$7.06	$147.42	$11.19
2025-06-29	$107,723.82	$0.49	$97.14	$2,436.68	$3.40	$0.19	$7.15	$150.84	$11.24
2025-06-30	$107,480.10	$0.49	$97.61	$2,472.71	$3.40	$0.19	$7.20	$158.09	$11.22
2025-07-01	$105,994.30	$0.48	$97.13	$2,424.01	$3.33	$0.19	$6.94	$147.38	$11.06
2025-07-02	$108,546.74	$0.49	$96.14	$2,497.81	$3.41	$0.19	$7.31	$150.77	$11.33
2025-07-03	$109,254.99	$0.50	$99.86	$2,574.67	$3.51	$0.19	$7.61	$150.79	$11.41
2025-07-04	$107,654.02	$0.48	$97.72	$2,501.01	$3.36	$0.19	$6.94	$146.75	$11.24
2025-07-05	$108,065.99	$0.48	$98.64	$2,508.25	$3.35	$0.19	$6.91	$147.27	$11.28
2025-07-06	$108,806.44	$0.48	$98.58	$2,555.20	$3.39	$0.19	$7.36	$151.39	$11.36
2025-07-07	$108,350.45	$0.48	$102.60	$2,534.64	$3.39	$0.19	$7.34	$151.46	$11.32
2025-07-08	$108,256.31	$0.50	$101.40	$2,563.30	$3.37	$0.19	$7.59	$149.82	$11.31
2025-07-09	$109,047.78	$0.51	$102.71	$2,653.27	$3.52	$0.19	$8.13	$154.06	$11.41
2025-07-10	$111,366.26	$0.52	$99.94	$2,767.38	$3.63	$0.19	$8.07	$156.21	$11.65
2025-07-11	$116,903.95	$0.55	$118.68	$2,950.25	$4.00	$0.19	$8.76	$163.14	$12.25
2025-07-12	$116,968.81	$0.52	$135.21	$2,908.18	$3.81	$0.19	$8.20	$157.83	$12.26
2025-07-13	$118,727.74	$0.55	$144.68	$2,990.63	$4.01	$0.18	$8.60	$162.49	$12.45
2025-07-14	$119,688.19	$0.54	$148.70	$3,003.37	$3.98	$0.19	$9.21	$163.27	$12.56
2025-07-15	$116,567.66	$0.54	$138.01	$3,043.34	$3.95	$0.19	$9.11	$160.77	$12.24
2025-07-16	$119,289.82	$0.55	$127.87	$3,231.20	$4.12	$0.19	$9.00	$167.08	$12.53
2025-07-17	$118,983.75	$0.56	$118.93	$3,423.82	$4.20	$0.19	$8.94	$174.24	$12.51
2025-07-18	$117,838.90	$0.58	$125.10	$3,556.78	$4.29	$0.19	$10.30	$176.54	$12.43
2025-07-19	$118,082.71	$0.58	$124.21	$3,554.28	$4.22	$0.19	$10.09	$176.93	$12.45
2025-07-20	$118,710.86	$0.62	$128.77	$3,786.71	$4.55	$0.19	$10.77	$181.69	$12.55
2025-07-21	$118,485.85	$0.63	$125.00	$3,822.36	$4.61	$0.19	$11.13	$197.07	$12.54
2025-07-22	$118,977.11	$0.59	$122.70	$3,724.23	$4.42	$0.19	$10.54	$202.64	$12.58
2025-07-23	$118,407.76	$0.63	$124.88	$3,628.08	$4.23	$0.19	$10.14	$192.06	$12.50
2025-07-24	$119,071.73	$0.59	$118.33	$3,733.72	$4.09	$0.19	$10.37	$188.42	$12.57
2025-07-25	$115,750.95	$0.56	$111.71	$3,630.18	$3.95	$0.19	$10.08	$177.85	$12.22
2025-07-26	$118,105.27	$0.57	$113.60	$3,735.68	$4.14	$0.19	$10.45	$187.38	$12.47
2025-07-27	$118,499.52	$0.58	$114.00	$3,818.88	$4.15	$0.19	$10.76	$186.07	$12.52
2025-07-28	$118,159.47	$0.56	$114.03	$3,802.32	$4.06	$0.19	$10.59	$187.17	$12.49
2025-07-29	$117,501.00	$0.54	$111.40	$3,769.14	$3.94	$0.19	$10.21	$181.19	$12.41
2025-07-30	$118,034.77	$0.54	$111.04	$3,798.35	$3.82	$0.19	$10.06	$178.75	$12.46
2025-07-31	$118,307.00	$0.53	$107.92	$3,786.70	$3.79	$0.19	$9.70	$177.38	$12.48
2025-08-01	$115,432.07	$0.51	$105.06	$3,618.72	$3.65	$0.19	$9.06	$168.91	$12.16
2025-08-02	$113,021.27	$0.49	$102.82	$3,455.34	$3.50	$0.19	$8.94	$161.42	$11.90
2025-08-03	$113,920.85	$0.50	$107.19	$3,473.85	$3.59	$0.19	$9.16	$162.21	$12.00
2025-08-04	$114,833.38	$0.50	$108.11	$3,647.01	$3.69	$0.19	$9.94	$165.35	$12.12
2025-08-05	$112,864.81	$0.50	$109.56	$3,564.71	$3.57	$0.19	$9.44	$163.79	$11.91
2025-08-06	$115,314.56	$0.51	$109.36	$3,656.35	$3.66	$0.18	$9.70	$168.56	$12.17
2025-08-07	$116,723.66	$0.52	$107.26	$3,833.90	$3.77	$0.18	$10.14	$170.59	$12.33
2025-08-08	$116,127.25	$0.52	$112.04	$3,947.64	$3.88	$0.18	$10.61	$175.30	$12.29
2025-08-09	$116,831.13	$0.54	$112.43	$4,205.99	$4.08	$0.18	$10.82	$180.14	$12.39
2025-08-10	$118,800.01	$0.53	$111.01	$4,219.44	$4.06	$0.18	$11.10	$181.19	$12.59
2025-08-11	$120,213.00	$0.53	$112.00	$4,315.30	$3.96	$0.18	$10.84	$180.07	$12.74
2025-08-12	$119,899.98	$0.54	$109.67	$4,464.61	$4.09	$0.18	$11.36	$181.97	$12.73
2025-08-13	$121,159.38	$0.57	$109.83	$4,655.44	$4.21	$0.18	$11.88	$197.22	$12.89
2025-08-14	$118,156.47	$0.52	$107.05	$4,626.41	$4.03	$0.19	$11.04	$195.07	$12.57
2025-08-15	$117,345.74	$0.50	$105.31	$4,447.49	$3.87	$0.19	$10.56	$185.95	$12.46
2025-08-16	$117,680.01	$0.51	$104.85	$4,395.21	$3.98	$0.19	$10.87	$188.63	$12.49
2025-08-17	$118,234.53	$0.52	$108.29	$4,561.33	$4.17	$0.19	$11.27	$194.64	$12.58
2025-08-18	$116,115.20	$0.50	$103.60	$4,339.98	$3.91	$0.23	$10.47	$182.82	$12.32
2025-08-19	$113,805.80	$0.49	$100.56	$4,198.95	$3.79	$0.21	$10.26	$178.14	$12.07
2025-08-20	$113,485.90	$0.49	$101.08	$4,260.62	$3.82	$0.21	$10.30	$183.09	$12.05
2025-08-21	$112,830.87	$0.49	$101.28	$4,240.06	$3.80	$0.19	$10.26	$181.95	$11.98
2025-08-22	$116,670.50	$0.51	$102.56	$4,640.04	$3.98	$0.19	$11.06	$194.71	$12.42
2025-08-23	$114,860.01	$0.52	$103.73	$4,761.07	$4.16	$0.19	$11.31	$202.44	$12.26
2025-08-24	$114,433.60	$0.51	$103.61	$4,801.16	$4.06	$0.19	$11.04	$205.64	$12.22
2025-08-25	$112,318.39	$0.50	$101.58	$4,615.66	$3.87	$0.19	$10.12	$196.34	$11.97
2025-08-26	$109,760.00	$0.49	$99.22	$4,522.09	$3.81	$0.19	$9.67	$191.01	$11.70
2025-08-27	$111,868.52	$0.50	$101.27	$4,652.03	$3.90	$0.19	$10.08	$207.63	$11.94
2025-08-28	$112,436.43	$0.51	$101.01	$4,494.97	$3.95	$0.19	$9.89	$210.74	$11.98
2025-08-29	$108,487.32	$0.49	$100.02	$4,338.23	$3.79	$0.18	$9.59	$206.84	$11.56
2025-08-30	$108,849.80	$0.49	$99.34	$4,371.51	$3.78	$0.18	$9.72	$200.61	$11.60
2025-08-31	$108,770.49	$0.50	$99.96	$4,484.02	$3.80	$0.18	$9.81	$204.40	$11.61
2025-09-01	$108,646.18	$0.48	$98.58	$4,352.35	$3.73	$0.17	$9.37	$198.18	$11.57
2025-09-02	$110,702.79	$0.48	$99.49	$4,293.50	$3.73	$0.19	$9.34	$200.29	$11.77
