Date	BTC Price	EOS Price	XIN Price	ETH Price	DOT Price	MOB Price	UNI Price	SOL Price	BOX Price
2024-05-10	$60,965.09	$0.81	$186.87	$2,916.39	$6.86	$0.09	$7.25	$147.60	$6.68
2024-05-11	$61,121.07	$0.79	$185.66	$2,926.17	$6.73	$0.10	$7.12	$145.67	$6.70
2024-05-12	$61,376.21	$0.79	$186.00	$2,936.18	$6.75	$0.10	$7.17	$144.60	$6.72
2024-05-13	$63,091.21	$0.78	$186.66	$2,966.47	$6.77	$0.10	$7.11	$148.15	$6.90
2024-05-14	$61,871.96	$0.78	$182.00	$2,903.55	$6.66	$0.10	$6.94	$143.14	$6.76
2024-05-15	$64,818.67	$0.79	$185.66	$2,979.00	$6.89	$0.10	$7.29	$152.32	$7.08
2024-05-16	$65,799.80	$0.80	$186.56	$2,956.74	$6.95	$0.10	$7.21	$160.04	$7.18
2024-05-17	$67,086.54	$0.83	$184.51	$3,109.35	$7.24	$0.09	$7.59	$169.43	$7.33
2024-05-18	$66,863.23	$0.81	$182.00	$3,111.29	$7.13	$0.09	$8.04	$172.54	$7.31
2024-05-19	$66,843.99	$0.79	$181.46	$3,075.84	$7.03	$0.10	$7.71	$167.97	$7.30
2024-05-20	$67,373.56	$0.80	$180.60	$3,117.39	$7.04	$0.10	$7.74	$179.32	$7.36
2024-05-21	$69,815.32	$0.87	$182.92	$3,777.36	$7.56	$0.10	$9.39	$177.22	$7.69
2024-05-22	$70,524.71	$0.86	$176.75	$3,767.36	$7.62	$0.10	$9.29	$181.16	$7.75
2024-05-23	$68,037.43	$0.82	$177.50	$3,810.00	$7.22	$0.10	$9.29	$172.04	$7.51
2024-05-24	$68,242.40	$0.84	$180.50	$3,700.90	$7.26	$0.10	$9.19	$167.66	$7.51
2024-05-25	$68,968.00	$0.85	$175.66	$3,747.00	$7.34	$0.10	$11.01	$167.82	$7.61
2024-05-26	$68,819.70	$0.83	$176.66	$3,840.95	$7.58	$0.10	$11.52	$162.54	$7.60
2024-05-27	$70,307.37	$0.84	$178.25	$3,960.84	$7.70	$0.10	$11.12	$169.98	$7.77
2024-05-28	$68,414.33	$0.81	$174.66	$3,867.34	$7.35	$0.09	$10.83	$168.67	$7.56
2024-05-29	$67,394.00	$0.81	$176.66	$3,757.64	$7.22	$0.09	$10.49	$168.73	$7.45
2024-05-30	$68,491.15	$0.81	$177.65	$3,776.63	$7.06	$0.09	$10.90	$168.45	$7.56
2024-05-31	$67,316.16	$0.80	$178.31	$3,749.93	$6.89	$0.10	$10.44	$165.11	$7.44
2024-06-01	$67,774.93	$0.81	$178.66	$3,804.83	$7.11	$0.10	$9.99	$167.16	$7.48
2024-06-02	$68,127.76	$0.81	$177.50	$3,798.44	$7.09	$0.10	$9.68	$165.25	$7.51
2024-06-03	$69,297.94	$0.81	$172.17	$3,786.30	$7.13	$0.10	$9.63	$164.68	$7.62
2024-06-04	$70,477.01	$0.81	$168.66	$3,812.73	$7.18	$0.10	$10.37	$168.13	$7.75
2024-06-05	$71,461.22	$0.81	$167.00	$3,810.70	$7.22	$0.10	$10.92	$174.42	$7.86
2024-06-06	$71,284.00	$0.80	$168.43	$3,843.76	$7.26	$0.11	$10.73	$173.23	$7.84
2024-06-07	$71,128.17	$0.80	$167.60	$3,799.52	$7.22	$0.10	$10.49	$170.20	$7.82
2024-06-08	$69,471.72	$0.70	$160.69	$3,688.42	$6.47	$0.10	$9.98	$160.93	$7.62
2024-06-09	$69,529.00	$0.71	$163.61	$3,692.00	$6.47	$0.10	$9.82	$161.14	$7.63
2024-06-10	$70,160.00	$0.72	$160.94	$3,712.74	$6.57	$0.10	$10.62	$162.25	$7.70
2024-06-11	$66,220.40	$0.67	$156.42	$3,451.88	$6.30	$0.10	$8.93	$147.33	$7.26
2024-06-12	$69,689.98	$0.71	$156.98	$3,618.78	$6.70	$0.12	$10.24	$158.42	$7.64
2024-06-13	$66,504.00	$0.68	$154.74	$3,440.94	$6.39	$0.11	$9.87	$146.47	$7.29
2024-06-14	$66,435.99	$0.67	$153.88	$3,463.82	$6.22	$0.10	$10.56	$143.62	$7.29
2024-06-15	$66,292.00	$0.66	$151.00	$3,566.69	$6.22	$0.11	$11.63	$144.72	$7.30
2024-06-16	$66,660.12	$0.66	$152.00	$3,590.00	$6.34	$0.11	$11.50	$148.48	$7.34
2024-06-17	$65,308.03	$0.62	$150.00	$3,492.41	$6.11	$0.10	$10.74	$141.35	$7.18
2024-06-18	$64,702.95	$0.55	$156.78	$3,417.30	$5.80	$0.10	$9.48	$135.97	$7.10
2024-06-19	$64,822.68	$0.57	$157.00	$3,526.80	$5.81	$0.10	$9.97	$136.82	$7.13
2024-06-20	$64,931.27	$0.57	$155.53	$3,513.85	$5.66	$0.10	$9.94	$133.40	$7.14
2024-06-21	$63,723.71	$0.57	$159.12	$3,484.42	$5.65	$0.09	$10.00	$131.44	$7.01
2024-06-22	$64,297.15	$0.58	$168.66	$3,504.00	$5.74	$0.09	$9.95	$133.88	$7.08
2024-06-23	$64,082.16	$0.56	$175.49	$3,472.70	$5.72	$0.10	$9.93	$131.51	$7.06
2024-06-24	$60,888.00	$0.55	$167.54	$3,273.21	$5.55	$0.10	$8.82	$126.45	$6.70
2024-06-25	$61,897.22	$0.58	$168.90	$3,417.28	$5.96	$0.09	$9.50	$138.99	$6.83
2024-06-26	$61,480.81	$0.57	$171.07	$3,362.49	$5.86	$0.10	$9.29	$136.56	$6.78
2024-06-27	$61,571.23	$0.58	$168.00	$3,450.39	$6.30	$0.11	$9.48	$147.50	$6.81
2024-06-28	$61,036.75	$0.60	$167.62	$3,415.19	$6.32	$0.12	$9.37	$143.28	$6.74
2024-06-29	$61,070.01	$0.57	$164.46	$3,393.68	$6.11	$0.12	$8.95	$142.45	$6.74
2024-06-30	$61,718.00	$0.57	$165.00	$3,401.13	$6.14	$0.12	$9.16	$143.61	$6.81
2024-07-01	$63,037.98	$0.58	$165.20	$3,471.63	$6.36	$0.12	$9.23	$148.65	$6.95
2024-07-02	$62,054.12	$0.58	$165.60	$3,418.00	$6.41	$0.13	$8.99	$148.13	$6.84
2024-07-03	$60,193.99	$0.57	$162.72	$3,303.11	$6.21	$0.13	$8.62	$142.20	$6.64
2024-07-04	$58,225.89	$0.53	$153.88	$3,144.14	$5.85	$0.14	$8.03	$135.71	$6.41
2024-07-05	$56,473.99	$0.48	$147.77	$2,984.07	$5.87	$0.12	$7.73	$134.23	$6.21
2024-07-06	$57,266.17	$0.51	$150.66	$3,019.36	$6.00	$0.14	$7.97	$141.33	$6.30
2024-07-07	$56,829.49	$0.50	$149.55	$2,967.31	$6.02	$0.13	$7.83	$136.78	$6.25
2024-07-08	$55,824.02	$0.50	$156.47	$2,973.61	$6.00	$0.13	$7.96	$137.22	$6.15
2024-07-09	$57,420.00	$0.53	$158.49	$3,065.16	$6.16	$0.14	$8.06	$140.63	$6.33
2024-07-10	$57,866.60	$0.53	$156.42	$3,123.44	$6.16	$0.15	$8.13	$141.15	$6.38
2024-07-11	$57,312.09	$0.53	$159.12	$3,108.26	$6.00	$0.17	$7.80	$137.87	$6.32
2024-07-12	$58,153.99	$0.52	$159.70	$3,131.45	$6.01	$0.19	$8.14	$139.05	$6.41
2024-07-13	$58,826.04	$0.54	$163.33	$3,156.04	$6.27	$0.19	$8.21	$140.01	$6.48
2024-07-14	$60,049.99	$0.55	$166.01	$3,189.57	$6.27	$0.19	$8.17	$145.34	$6.61
2024-07-15	$62,922.63	$0.57	$165.18	$3,363.34	$6.31	$0.18	$8.39	$153.12	$6.92
2024-07-16	$64,866.79	$0.60	$167.76	$3,478.57	$6.48	$0.19	$8.30	$160.38	$7.13
2024-07-17	$64,859.99	$0.61	$163.00	$3,442.64	$6.39	$0.19	$8.06	$158.06	$7.12
2024-07-18	$63,475.99	$0.59	$161.95	$3,389.12	$6.09	$0.20	$7.72	$156.48	$6.97
2024-07-19	$65,793.49	$0.60	$160.00	$3,465.70	$6.24	$0.21	$7.95	$168.33	$7.22
2024-07-20	$66,700.00	$0.61	$161.00	$3,498.74	$6.32	$0.21	$7.99	$169.43	$7.31
2024-07-21	$67,115.40	$0.61	$160.00	$3,498.09	$6.28	$0.21	$7.97	$175.26	$7.36
2024-07-22	$67,130.00	$0.59	$163.27	$3,460.66	$6.24	$0.22	$7.96	$179.97	$7.36
2024-07-23	$66,523.39	$0.59	$163.04	$3,450.01	$5.95	$0.29	$7.85	$176.31	$7.29
2024-07-24	$66,300.01	$0.60	$164.14	$3,421.23	$5.91	$0.28	$7.57	$179.31	$7.27
2024-07-25	$64,670.00	$0.56	$159.00	$3,135.93	$5.67	$0.29	$7.20	$169.49	$7.06
2024-07-26	$67,519.27	$0.57	$159.00	$3,252.15	$5.81	$0.29	$7.61	$181.68	$7.37
2024-07-27	$68,801.99	$0.58	$161.36	$3,281.16	$5.83	$0.29	$7.73	$182.47	$7.51
2024-07-28	$67,660.01	$0.57	$158.63	$3,269.39	$5.71	$0.34	$7.54	$184.44	$7.39
2024-07-29	$68,067.47	$0.57	$163.51	$3,308.86	$5.72	$0.38	$7.78	$186.91	$7.44
2024-07-30	$66,267.33	$0.58	$166.00	$3,324.18	$5.65	$0.36	$7.58	$182.03	$7.26
2024-07-31	$66,432.40	$0.60	$168.45	$3,310.20	$5.47	$0.38	$7.31	$180.26	$7.27
2024-08-01	$62,990.90	$0.54	$172.12	$3,118.18	$5.17	$0.32	$7.06	$163.63	$6.90
2024-08-02	$63,449.90	$0.51	$160.64	$3,037.72	$5.12	$0.33	$6.72	$156.12	$6.92
2024-08-03	$61,124.00	$0.51	$154.54	$2,951.96	$5.08	$0.37	$6.62	$147.05	$6.67
2024-08-04	$59,147.65	$0.48	$145.00	$2,832.09	$4.73	$0.34	$6.22	$135.48	$6.44
2024-08-05	$54,429.46	$0.46	$124.51	$2,453.44	$4.24	$0.30	$5.39	$131.22	$5.91
2024-08-06	$56,259.25	$0.46	$136.45	$2,521.48	$4.47	$0.38	$5.79	$145.29	$6.12
2024-08-07	$56,073.40	$0.45	$132.55	$2,412.67	$4.51	$0.36	$5.68	$148.87	$6.09
2024-08-08	$59,345.83	$0.47	$129.11	$2,501.83	$4.74	$0.37	$5.97	$159.16	$6.43
2024-08-09	$59,945.94	$0.47	$129.55	$2,563.21	$4.77	$0.37	$5.99	$151.74	$6.49
2024-08-10	$60,672.41	$0.48	$127.23	$2,608.80	$4.76	$0.38	$6.19	$153.79	$6.57
2024-08-11	$60,158.51	$0.48	$126.96	$2,613.58	$4.63	$0.38	$6.09	$148.20	$6.51
2024-08-12	$60,018.80	$0.50	$121.06	$2,680.93	$4.63	$0.42	$6.20	$146.74	$6.50
2024-08-13	$59,447.78	$0.51	$120.94	$2,649.31	$4.51	$0.40	$6.22	$146.33	$6.44
2024-08-14	$59,619.03	$0.51	$119.76	$2,678.10	$4.45	$0.42	$6.35	$146.38	$6.46
2024-08-15	$59,687.35	$0.51	$121.07	$2,671.48	$4.46	$0.47	$6.39	$145.96	$6.47
2024-08-16	$57,875.28	$0.48	$119.60	$2,564.41	$4.24	$0.47	$6.29	$137.69	$6.27
2024-08-17	$59,416.61	$0.50	$117.75	$2,607.80	$4.33	$0.47	$6.36	$140.87	$6.43
2024-08-18	$59,880.00	$0.49	$117.53	$2,671.98	$4.44	$0.47	$6.37	$145.94	$6.49
2024-08-19	$58,747.88	$0.49	$116.71	$2,590.70	$4.46	$0.41	$6.09	$143.62	$6.36
2024-08-20	$58,870.76	$0.49	$116.91	$2,575.20	$4.49	$0.50	$6.12	$142.16	$6.37
2024-08-21	$59,624.79	$0.51	$117.42	$2,605.47	$4.57	$0.47	$6.61	$140.01	$6.45
2024-08-22	$60,246.28	$0.52	$118.03	$2,594.99	$4.63	$0.46	$6.90	$142.30	$6.52
2024-08-23	$61,561.90	$0.54	$118.48	$2,674.22	$4.78	$0.43	$6.87	$143.94	$6.66
2024-08-24	$63,917.00	$0.55	$122.14	$2,757.47	$4.96	$0.47	$6.99	$159.36	$6.91
2024-08-25	$64,114.74	$0.54	$121.42	$2,762.32	$4.86	$0.46	$6.75	$158.46	$6.93
2024-08-26	$63,579.99	$0.53	$120.29	$2,725.61	$4.67	$0.43	$6.45	$157.50	$6.87
2024-08-27	$61,650.00	$0.52	$120.01	$2,580.36	$4.52	$0.46	$6.04	$154.03	$6.66
2024-08-28	$58,877.63	$0.49	$117.42	$2,492.95	$4.30	$0.41	$5.73	$144.74	$6.36
2024-08-29	$60,813.00	$0.50	$115.40	$2,577.95	$4.37	$0.46	$5.95	$146.29	$6.56
2024-08-30	$58,239.05	$0.48	$113.21	$2,454.09	$4.14	$0.43	$5.67	$132.95	$6.28
2024-08-31	$58,988.64	$0.48	$113.38	$2,517.61	$4.27	$0.46	$5.95	$136.45	$6.37
2024-09-01	$58,228.43	$0.47	$112.73	$2,479.00	$4.19	$0.46	$5.73	$134.35	$6.29
2024-09-02	$58,639.87	$0.47	$118.00	$2,517.56	$4.16	$0.47	$6.16	$132.74	$6.34
2024-09-03	$57,729.69	$0.46	$112.00	$2,443.52	$4.11	$0.47	$6.07	$129.73	$6.23
2024-09-04	$58,064.36	$0.46	$112.03	$2,448.60	$4.16	$0.47	$6.35	$134.26	$6.27
2024-09-05	$56,060.54	$0.46	$112.31	$2,374.30	$4.01	$0.47	$6.25	$130.88	$6.06
2024-09-06	$54,097.50	$0.46	$105.06	$2,293.39	$4.00	$0.46	$6.18	$127.72	$5.85
2024-09-07	$54,785.33	$0.47	$104.39	$2,304.00	$4.13	$0.49	$6.49	$129.38	$5.92
2024-09-08	$53,793.06	$0.46	$105.06	$2,251.27	$4.13	$0.67	$6.27	$127.55	$5.81
2024-09-09	$55,391.09	$0.48	$105.47	$2,293.40	$4.20	$0.60	$6.56	$128.38	$5.98
2024-09-10	$56,706.05	$0.49	$106.14	$2,328.09	$4.21	$0.67	$6.58	$134.56	$6.12
2024-09-11	$56,756.16	$0.49	$104.46	$2,323.92	$4.12	$0.65	$6.69	$131.25	$6.12
2024-09-12	$57,493.90	$0.49	$104.37	$2,322.03	$4.21	$0.63	$6.63	$134.04	$6.20
2024-09-13	$59,676.19	$0.51	$103.45	$2,407.36	$4.41	$0.60	$7.02	$136.68	$6.43
2024-09-14	$59,900.00	$0.50	$106.50	$2,419.21	$4.40	$0.60	$6.71	$137.86	$6.45
2024-09-15	$60,335.44	$0.50	$105.26	$2,410.91	$4.53	$0.60	$6.84	$135.59	$6.50
2024-09-16	$57,947.41	$0.48	$105.41	$2,292.66	$4.25	$0.66	$6.38	$131.70	$6.24
2024-09-17	$61,088.01	$0.48	$107.53	$2,382.41	$4.25	$0.66	$6.99	$134.46	$6.57
2024-09-18	$59,484.76	$0.47	$105.83	$2,296.60	$4.00	$0.66	$6.46	$127.42	$6.39
2024-09-19	$63,196.00	$0.50	$108.13	$2,438.33	$4.27	$0.66	$6.73	$142.58	$6.79
2024-09-20	$63,223.55	$0.51	$106.66	$2,553.79	$4.31	$0.66	$6.78	$148.30	$6.81
2024-09-21	$63,199.98	$0.52	$108.43	$2,561.60	$4.43	$0.64	$6.81	$147.79	$6.80
2024-09-22	$62,689.52	$0.51	$107.61	$2,571.00	$4.33	$0.66	$6.65	$143.08	$6.75
2024-09-23	$63,730.83	$0.52	$108.19	$2,683.39	$4.44	$0.66	$6.85	$144.46	$6.87
2024-09-24	$63,246.09	$0.52	$106.37	$2,616.94	$4.50	$0.65	$6.84	$145.79	$6.81
2024-09-25	$63,612.06	$0.53	$109.89	$2,607.49	$4.72	$0.66	$6.91	$151.44	$6.85
2024-09-26	$65,189.04	$0.54	$110.13	$2,648.87	$4.83	$0.65	$7.27	$156.65	$7.02
2024-09-27	$66,078.51	$0.55	$107.85	$2,686.11	$4.91	$0.65	$7.53	$159.71	$7.12
2024-09-28	$65,652.62	$0.54	$106.93	$2,670.53	$4.80	$0.66	$7.68	$156.50	$7.07
2024-09-29	$65,731.40	$0.54	$105.50	$2,666.05	$4.78	$0.64	$7.42	$157.33	$7.08
2024-09-30	$63,655.63	$0.53	$106.00	$2,606.52	$4.54	$0.65	$7.61	$155.49	$6.86
2024-10-01	$62,691.91	$0.49	$105.15	$2,524.50	$4.31	$0.63	$7.19	$149.20	$6.75
2024-10-02	$61,745.49	$0.48	$104.73	$2,456.39	$4.16	$0.63	$7.04	$147.42	$6.65
2024-10-03	$60,606.02	$0.46	$102.50	$2,341.58	$4.06	$0.58	$6.55	$135.65	$6.51
2024-10-04	$61,746.27	$0.47	$104.00	$2,397.71	$4.16	$0.69	$6.67	$141.65	$6.64
2024-10-05	$62,182.00	$0.48	$106.58	$2,415.93	$4.18	$0.66	$6.84	$143.63	$6.69
2024-10-06	$62,656.27	$0.48	$105.49	$2,447.05	$4.18	$0.64	$6.95	$145.69	$6.74
2024-10-07	$63,668.63	$0.48	$105.50	$2,477.67	$4.20	$0.66	$7.35	$149.08	$6.85
2024-10-08	$62,366.89	$0.47	$104.49	$2,421.36	$4.12	$0.65	$7.10	$142.67	$6.70
2024-10-09	$62,360.40	$0.47	$105.50	$2,462.50	$4.10	$0.66	$7.36	$142.78	$6.71
2024-10-10	$60,718.00	$0.46	$104.52	$2,397.83	$4.05	$0.65	$8.28	$138.18	$6.55
2024-10-11	$62,287.26	$0.47	$106.29	$2,442.58	$4.15	$0.67	$7.92	$144.09	$6.71
2024-10-12	$63,093.23	$0.48	$105.50	$2,469.77	$4.25	$0.66	$7.93	$145.86	$6.79
2024-10-13	$62,275.99	$0.46	$103.43	$2,443.00	$4.11	$0.60	$7.69	$144.87	$6.70
2024-10-14	$65,910.54	$0.49	$104.75	$2,637.53	$4.35	$0.66	$8.20	$156.75	$7.10
2024-10-15	$66,010.00	$0.48	$105.79	$2,573.45	$4.37	$0.65	$7.79	$153.74	$7.10
2024-10-16	$67,774.00	$0.49	$105.50	$2,606.62	$4.32	$0.65	$7.63	$155.39	$7.28
2024-10-17	$67,529.57	$0.48	$102.80	$2,626.27	$4.24	$0.60	$7.43	$152.66	$7.25
2024-10-18	$68,817.44	$0.48	$106.15	$2,659.68	$4.26	$0.66	$7.52	$155.37	$7.39
2024-10-19	$68,210.43	$0.49	$103.25	$2,645.38	$4.41	$0.64	$7.46	$155.77	$7.32
2024-10-20	$68,588.11	$0.50	$113.08	$2,705.00	$4.54	$0.64	$7.59	$159.42	$7.38
2024-10-21	$67,016.00	$0.49	$120.41	$2,670.70	$4.37	$0.66	$7.49	$164.28	$7.22
2024-10-22	$67,346.66	$0.49	$120.89	$2,625.80	$4.33	$0.63	$8.07	$168.35	$7.26
2024-10-23	$66,125.99	$0.47	$122.00	$2,534.99	$4.18	$0.61	$7.66	$168.47	$7.12
2024-10-24	$67,699.99	$0.47	$118.12	$2,523.83	$4.20	$0.57	$8.00	$175.83	$7.28
2024-10-25	$67,460.09	$0.47	$116.63	$2,510.19	$4.12	$0.48	$7.92	$171.70	$7.26
2024-10-26	$66,881.12	$0.44	$112.12	$2,457.62	$4.00	$0.42	$7.30	$168.50	$7.18
2024-10-27	$67,788.41	$0.45	$111.11	$2,499.51	$4.09	$0.42	$7.48	$176.25	$7.28
2024-10-28	$68,637.29	$0.45	$108.50	$2,505.79	$4.03	$0.27	$7.50	$174.08	$7.36
2024-10-29	$72,341.30	$0.46	$113.95	$2,641.77	$4.17	$0.34	$7.82	$180.61	$7.76
2024-10-30	$72,090.24	$0.46	$117.00	$2,686.84	$4.21	$0.41	$8.19	$174.09	$7.74
2024-10-31	$70,555.99	$0.45	$112.66	$2,564.40	$4.00	$0.39	$7.76	$170.92	$7.57
2024-11-01	$69,608.55	$0.43	$111.45	$2,507.16	$3.90	$0.37	$7.81	$165.34	$7.46
2024-11-02	$69,322.00	$0.43	$108.51	$2,485.89	$3.85	$0.37	$7.31	$163.86	$7.42
2024-11-03	$68,192.01	$0.41	$111.00	$2,445.40	$3.73	$0.35	$6.98	$160.23	$7.30
2024-11-04	$68,725.62	$0.42	$106.66	$2,445.46	$3.80	$0.31	$6.87	$163.54	$7.35
2024-11-05	$69,543.97	$0.42	$115.25	$2,441.40	$3.87	$0.40	$7.07	$165.74	$7.44
2024-11-06	$74,345.99	$0.45	$117.34	$2,638.39	$4.06	$0.40	$9.28	$186.19	$7.98
2024-11-07	$75,921.81	$0.47	$116.36	$2,844.33	$4.14	$0.43	$9.08	$191.71	$8.16
2024-11-08	$76,292.00	$0.47	$117.78	$2,933.16	$4.32	$0.43	$8.78	$200.31	$8.20
2024-11-09	$76,330.00	$0.47	$121.00	$3,044.75	$4.37	$0.41	$8.95	$197.93	$8.22
2024-11-10	$79,674.00	$0.59	$118.56	$3,203.61	$5.19	$0.40	$9.34	$212.42	$8.58
2024-11-11	$84,043.68	$0.56	$119.95	$3,235.63	$5.19	$0.39	$9.06	$218.50	$9.02
2024-11-12	$86,430.36	$0.55	$107.00	$3,258.30	$5.30	$0.32	$8.82	$211.59	$9.25
2024-11-13	$92,479.55	$0.56	$115.60	$3,299.39	$5.34	$0.34	$9.02	$214.92	$9.87
2024-11-14	$88,155.99	$0.53	$109.27	$3,082.21	$4.84	$0.30	$8.25	$211.03	$9.40
2024-11-15	$88,370.41	$0.57	$109.00	$3,024.15	$4.92	$0.31	$7.96	$207.59	$9.41
2024-11-16	$90,393.45	$0.66	$110.82	$3,137.18	$5.44	$0.40	$8.92	$215.50	$9.64
2024-11-17	$90,289.49	$0.63	$112.32	$3,084.29	$5.53	$0.39	$8.90	$233.78	$9.63
2024-11-18	$92,572.00	$0.66	$110.93	$3,155.11	$5.87	$0.41	$9.25	$244.79	$9.88
2024-11-19	$92,159.97	$0.65	$116.08	$3,097.25	$5.81	$0.41	$9.33	$240.65	$9.83
2024-11-20	$94,728.01	$0.65	$118.72	$3,123.50	$5.93	$0.41	$9.01	$238.53	$10.09
2024-11-21	$96,599.11	$0.64	$149.00	$3,277.86	$5.77	$0.41	$9.18	$248.60	$10.32
2024-11-22	$98,714.82	$0.69	$140.00	$3,313.92	$6.35	$0.41	$9.45	$257.10	$10.54
2024-11-23	$98,463.98	$0.79	$148.73	$3,467.76	$8.82	$0.40	$11.29	$261.91	$10.56
2024-11-24	$96,034.15	$0.79	$148.62	$3,295.40	$8.30	$0.40	$10.21	$245.73	$10.28
2024-11-25	$96,359.48	$0.83	$149.33	$3,503.45	$8.64	$0.41	$12.21	$244.96	$10.35
2024-11-26	$93,148.01	$0.78	$140.73	$3,311.16	$7.91	$0.40	$10.80	$229.51	$9.98
2024-11-27	$95,834.45	$0.82	$150.39	$3,565.72	$8.46	$0.40	$12.91	$240.63	$10.31
2024-11-28	$94,952.15	$0.79	$146.62	$3,544.00	$8.02	$0.41	$12.59	$233.30	$10.21
2024-11-29	$98,353.85	$0.89	$142.66	$3,626.00	$8.77	$0.41	$12.88	$244.47	$10.56
2024-11-30	$96,664.07	$0.96	$143.62	$3,680.20	$8.88	$0.41	$12.73	$240.02	$10.40
2024-12-01	$97,019.66	$1.05	$154.00	$3,726.60	$9.14	$0.41	$13.14	$238.14	$10.45
2024-12-02	$97,112.00	$1.15	$158.38	$3,670.85	$9.14	$0.40	$14.23	$229.16	$10.46
2024-12-03	$95,481.68	$1.08	$157.71	$3,565.07	$9.55	$0.43	$14.19	$222.34	$10.28
2024-12-04	$95,783.98	$1.39	$160.76	$3,818.81	$10.93	$0.42	$16.01	$233.63	$10.37
2024-12-05	$101,539.99	$1.47	$188.80	$3,893.22	$10.93	$0.47	$15.45	$238.17	$10.97
2024-12-06	$99,203.99	$1.32	$204.00	$3,997.49	$10.56	$0.47	$16.69	$237.96	$10.77
2024-12-07	$99,624.63	$1.35	$197.00	$4,003.68	$10.71	$0.46	$17.59	$239.99	$10.82
2024-12-08	$99,952.02	$1.31	$194.00	$3,995.82	$10.40	$0.47	$18.74	$237.59	$10.86
2024-12-09	$97,640.42	$1.20	$190.00	$3,814.34	$9.46	$0.45	$17.06	$224.16	$10.58
2024-12-10	$95,809.09	$0.97	$181.17	$3,570.99	$7.96	$0.44	$14.78	$207.74	$10.33
2024-12-11	$100,340.71	$1.10	$186.00	$3,791.98	$9.17	$0.45	$16.99	$228.30	$10.85
2024-12-12	$101,652.00	$1.11	$187.21	$3,954.98	$9.17	$0.46	$18.16	$230.99	$11.01
2024-12-13	$100,000.00	$1.08	$184.01	$3,888.02	$8.90	$0.46	$17.07	$221.05	$10.82
2024-12-14	$101,637.56	$1.05	$184.60	$3,891.51	$8.65	$0.47	$16.84	$223.02	$10.98
2024-12-15	$102,816.61	$1.08	$185.90	$3,895.81	$9.04	$0.49	$16.94	$220.31	$11.10
2024-12-16	$106,100.01	$1.04	$183.85	$3,944.60	$8.90	$0.50	$16.53	$216.23	$11.42
2024-12-17	$106,132.02	$1.03	$184.60	$3,916.99	$8.58	$0.50	$15.67	$220.22	$11.42
2024-12-18	$104,394.60	$0.97	$182.71	$3,864.68	$8.18	$0.48	$15.66	$217.00	$11.24
2024-12-19	$100,585.34	$0.89	$176.00	$3,611.81	$7.46	$0.47	$14.64	$204.65	$10.81
2024-12-20	$97,180.05	$0.80	$158.19	$3,377.09	$6.87	$0.44	$12.61	$189.61	$10.40
2024-12-21	$97,532.98	$0.82	$166.87	$3,389.40	$7.10	$0.47	$13.54	$185.46	$10.45
2024-12-22	$95,295.25	$0.79	$164.00	$3,300.00	$6.89	$0.47	$13.69	$181.43	$10.22
2024-12-23	$93,183.20	$0.78	$160.00	$3,281.64	$6.88	$0.47	$13.57	$182.14	$10.00
2024-12-24	$98,111.87	$0.88	$166.00	$3,494.19	$7.57	$0.47	$14.56	$197.81	$10.54
2024-12-25	$98,618.14	$0.84	$167.60	$3,473.75	$7.46	$0.47	$13.85	$198.50	$10.58
2024-12-26	$95,963.86	$0.79	$162.00	$3,342.13	$6.96	$0.47	$12.85	$189.01	$10.28
2024-12-27	$94,580.00	$0.78	$158.37	$3,326.86	$6.88	$0.46	$13.47	$184.49	$10.14
2024-12-28	$94,445.47	$0.79	$161.81	$3,370.19	$6.95	$0.47	$13.34	$190.76	$10.14
2024-12-29	$94,693.93	$0.80	$162.87	$3,380.52	$7.01	$0.47	$13.25	$195.22	$10.17
2024-12-30	$91,978.52	$0.76	$159.24	$3,327.13	$6.61	$0.47	$12.90	$187.82	$9.88
2024-12-31	$95,460.01	$0.80	$160.29	$3,417.40	$6.86	$0.46	$13.64	$198.42	$10.25
2025-01-01	$94,353.46	$0.79	$161.00	$3,348.92	$6.76	$0.47	$13.43	$191.13	$10.13
2025-01-02	$96,528.81	$0.82	$162.43	$3,464.00	$7.19	$0.47	$14.29	$206.97	$10.38
2025-01-03	$97,464.00	$0.93	$162.64	$3,568.00	$7.88	$0.47	$14.96	$217.72	$10.49
2025-01-04	$97,720.36	$0.90	$164.00	$3,608.96	$7.67	$0.47	$15.34	$214.54	$10.52
2025-01-05	$98,018.97	$0.90	$163.72	$3,632.34	$7.58	$0.47	$15.09	$213.94	$10.55
2025-01-06	$102,322.87	$0.93	$163.82	$3,707.37	$7.87	$0.47	$15.33	$221.73	$11.00
2025-01-07	$98,059.97	$0.86	$159.20	$3,472.26	$7.35	$0.46	$14.09	$207.52	$10.53
2025-01-08	$95,293.19	$0.80	$153.73	$3,343.35	$6.83	$0.45	$13.19	$197.23	$10.22
2025-01-09	$94,575.00	$0.80	$154.23	$3,332.44	$6.83	$0.39	$12.98	$192.18	$10.14
2025-01-10	$94,071.82	$0.79	$152.00	$3,253.01	$6.66	$0.40	$13.13	$188.07	$10.08
2025-01-11	$94,400.00	$0.79	$153.60	$3,270.32	$6.64	$0.42	$13.69	$187.03	$10.12
2025-01-12	$95,039.01	$0.80	$150.05	$3,284.72	$6.72	$0.41	$13.80	$190.98	$10.19
